Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,Pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2019:Q2,pct60to80,15737330,19318414,5386643,1229526,2135408,6755277,873263,2938297,3581084,2376166,1107740,97178
2019:Q2,pct40to60,7948895,10088652,3391924,866994,745889,3127538,355991,1600316,2139757,1222978,863098,53681
2019:Q2,pct20to40,4412038,5677602,2271115,558165,354340,1139125,244771,1110086,1265564,639423,583666,42475
2019:Q2,pct00to20,3118963,3757377,1487067,344505,412438,350526,370836,792005,638415,293203,316402,28810
2019:Q3,pct99to100,26288133,27524220,3818419,687379,11292383,1721915,5204332,4799793,1236087,735130,43695,457262
2019:Q3,pct80to99,48325426,54786410,12959035,1972523,11903945,14172891,4830921,8947094,6460983,5098583,1143211,219189
2019:Q3,pct60to80,15856951,19486690,5431629,1242844,2142175,6824117,892896,2953030,3629739,2401517,1131879,96343
2019:Q3,pct40to60,8036000,10210996,3464636,887210,760392,3160731,362908,1575119,2174996,1236090,884190,54716
2019:Q3,pct20to40,4480417,5768474,2362110,558534,352561,1140344,235791,1119134,1288057,647010,599000,42047
2019:Q3,pct00to20,3275120,3914631,1621719,343688,425722,352379,371047,800077,639511,294521,322175,22815
2019:Q4,pct99to100,27592549,28848305,3828346,692177,12296704,1781723,5240538,5008817,1255755,740115,45621,470019
2019:Q4,pct80to99,49653727,56175095,13064559,1997942,12708313,14334451,4777330,9292500,6521368,5133839,1155893,231636
2019:Q4,pct60to80,16537896,20205251,5500066,1257514,2326461,7124107,916928,3080175,3667355,2413507,1156845,97003
2019:Q4,pct40to60,8220992,10420475,3519932,885999,788578,3245986,371130,1608850,2199483,1243742,900227,55514
2019:Q4,pct20to40,4608718,5919082,2405019,562059,379966,1149689,259033,1163316,1310364,651428,613994,44942
2019:Q4,pct00to20,3362371,4002869,1675165,334851,436627,358124,374569,823533,640498,298331,319612,22555
2020:Q1,pct99to100,24591100,25871212,3922437,669456,9149333,1626686,5334791,5168509,1280112,744551,43187,492374
2020:Q1,pct80to99,47583521,54144420,13338625,1990345,10324203,14158259,4818244,9514744,6560899,5165968,1151145,243786
2020:Q1,pct60to80,15547257,19202248,5656694,1251622,1748710,6492013,931099,3122109,3654991,2422262,1134390,98339
2020:Q1,pct40to60,8139838,10338537,3592841,924181,727973,3026219,370836,1696487,2198699,1250399,889406,58894
2020:Q1,pct20to40,4526318,5834025,2436209,561209,296883,1115499,254964,1169261,1307707,655383,600874,51450
2020:Q1,pct00to20,3324772,3983440,1677554,361902,411541,332298,368682,831463,658668,302796,328819,27053
2020:Q2,pct99to100,27556437,28830907,4067579,680678,11529118,1754022,5413987,5385522,1274469,750833,42351,481285
2020:Q2,pct80to99,50607350,57192615,13668231,2007400,12192144,14538902,4854939,9930999,6585266,5212140,1139076,234050
2020:Q2,pct60to80,16938262,20578937,5861632,1262538,2185299,7056191,951456,3261821,3640675,2428158,1114980,97537
2020:Q2,pct40to60,8425549,10621908,3660467,904402,787312,3200120,378941,1690666,2196359,1258581,878942,58836
2020:Q2,pct20to40,4691493,5994535,2443333,563250,361068,1142309,260889,1223686,1303043,661022,591674,50347
2020:Q2,pct00to20,3281670,3949767,1618533,342393,434627,347836,374160,832218,668097,311651,330249,26197
2020:Q3,pct99to100,29182322,30495779,4171821,702972,12847322,1820743,5572608,5380313,1313457,761296,42514,509647
2020:Q3,pct80to99,52086134,58815985,13992176,2079332,13183371,14745992,4867812,9947302,6729851,5292013,1149784,288054
2020:Q3,pct60to80,17711570,21390321,6033058,1312747,2426609,7333866,990008,3294034,3678752,2457051,1128365,93336
2020:Q3,pct40to60,8636442,10853610,3742308,939634,812453,3287193,387215,1684807,2217168,1277787,889169,50212
2020:Q3,pct20to40,4818965,6137413,2477755,587631,395844,1152543,285647,1237994,1318449,670410,599437,48602
2020:Q3,pct00to20,3317632,3991774,1630556,355460,443625,355206,372714,834213,674142,321911,333414,18817
2020:Q4,pct99to100,32412494,33782179,4289737,720349,15267943,1928750,5784012,5791388,1369685,771067,44303,554315
2020:Q4,pct80to99,55137475,62012920,14403967,2124390,14995313,15105816,5041706,10341727,6875444,5363417,1155967,356060
2020:Q4,pct60to80,19035484,22752338,6234751,1342560,2869531,7786053,1016652,3502790,3716855,2481841,1144881,90133
2020:Q4,pct40to60,9062454,11299375,3852044,944321,857331,3435244,393516,1816918,2236920,1293975,899751,43194
2020:Q4,pct20to40,5007645,6347950,2534409,599683,459575,1175313,280267,1298703,1340305,679115,610206,50984
2020:Q4,pct00to20,3386157,4063000,1674210,349712,459280,368720,375040,836038,676844,330318,329818,16708
2021:Q1,pct99to100,34404537,35829586,4470729,748943,16705653,1976676,5982044,5945541,1425049,783427,45300,596322
2021:Q1,pct80to99,56958757,63964377,14980094,2182900,16081302,15131731,5050001,10538349,7005620,5439488,1149907,416225
2021:Q1,pct60to80,19961506,23664643,6471550,1384552,3132780,8030092,1062756,3582913,3703137,2483992,1132525,86620
2021:Q1,pct40to60,9349414,11585880,3970006,968154,885618,3506899,400512,1854691,2236467,1302141,898442,35884
2021:Q1,pct20to40,5178376,6528062,2585477,621714,497591,1180076,310829,1332375,1349686,689923,608320,51443
2021:Q1,pct00to20,3391645,4083004,1701171,360813,469525,374201,368837,808456,691359,342074,332723,16562
2021:Q2,pct99to100,36419919,37867563,4550194,800162,18182036,2056314,6379798,5899059,1447644,796325,46691,604628
2021:Q2,pct80to99,58783074,65925111,15587227,2310665,17171096,15306409,5169221,10380492,7142037,5542329,1170566,429142
2021:Q2,pct60to80,20802963,24597778,6639786,1476650,3402611,8390314,1140158,3548260,3794815,2540815,1167122,86878
2021:Q2,pct40to60,9675046,11962226,4135511,1036542,910499,3616854,413453,1849368,2287180,1332435,918311,36434
2021:Q2,pct20to40,5408977,6788593,2709891,670429,536212,1190429,346273,1335359,1379616,701513,625922,52181
2021:Q2,pct00to20,3606668,4304708,1927095,394468,477538,382973,361292,761342,698040,350366,330988,16686
2021:Q3,pct99to100,37032507,38488970,4571408,825253,18132355,2062272,6872518,6025164,1456464,809288,46270,600906
2021:Q3,pct80to99,59641931,66897769,16102052,2393680,17145949,15339540,5359323,10557225,7255838,5648117,1192641,415080
2021:Q3,pct60to80,21070362,24956053,6769584,1535623,3393775,8420039,1221926,3615107,3885691,2603236,1192929,89526
2021:Q3,pct40to60,9904444,12242532,4306899,1093782,911519,3625777,421992,1882563,2338089,1365059,933705,39325
2021:Q3,pct20to40,5605330,7010506,2856560,701670,535098,1190811,371076,1355291,1405177,713195,636885,55097
2021:Q3,pct00to20,3896566,4608857,2205657,424182,478433,383171,345346,772068,712291,358402,335635,18254
2021:Q4,pct99to100,38772044,40258647,4689168,864941,19132695,2154826,7185262,6231755,1486603,822554,47280,616769
2021:Q4,pct80to99,61338127,68728221,16660278,2500915,17888762,15385202,5526840,10766224,7390093,5757489,1215558,417046
2021:Q4,pct60to80,22046486,26040661,6993306,1609906,3576686,8885708,1268579,3706475,3994175,2671585,1229654,92936
2021:Q4,pct40to60,10221252,12621747,4464037,1136580,929105,3749735,427868,1914422,2400495,1399912,953584,46999
2021:Q4,pct20to40,5761690,7206709,2958538,737341,561339,1186722,377718,1385051,1445019,725158,654184,65677
2021:Q4,pct00to20,4045944,4769271,2340154,438004,484294,389678,338803,778337,723326,365816,334118,23392
