Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,Pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2008:Q4,pct00to20,2300447,2894500,1174492,289850,226861,211255,511203,480839,594053,334546,214886,44621
2009:Q1,pct99to100,11117210,11849035,2168952,459887,2237336,953729,1885783,4143349,731825,612462,37313,82050
2009:Q1,pct80to99,26186114,32037229,8899499,1572938,3320768,8468855,3229034,6546135,5851115,4851449,829549,170117
2009:Q1,pct60to80,7759666,11239984,3849521,1000051,653031,3257455,610310,1869616,3480318,2684025,696860,99433
2009:Q1,pct40to60,5386945,7400184,2554051,769652,423495,1749534,403951,1499501,2013239,1475459,489906,47874
2009:Q1,pct20to40,3151799,4077861,1698067,453290,183858,742964,161865,837816,926062,615402,291058,19602
2009:Q1,pct00to20,2293583,2913425,1257701,295461,222684,203520,511466,422593,619841,338231,233456,48154
2009:Q2,pct99to100,11161257,11904051,2143777,452113,2862205,986241,1655443,3804273,742794,616334,38714,87746
2009:Q2,pct80to99,26326996,32170170,8682134,1584680,3968588,8651155,2912811,6370802,5843174,4840763,823689,178722
2009:Q2,pct60to80,8080433,11501213,3762118,998820,780790,3410353,595065,1954067,3420780,2642550,676896,101334
2009:Q2,pct40to60,5431254,7439610,2518349,768617,463819,1841115,398350,1449360,2008356,1474309,485479,48568
2009:Q2,pct20to40,3270854,4203233,1674951,452198,210797,782454,200039,882794,932379,624991,285277,22111
2009:Q2,pct00to20,2281769,2920739,1207954,291546,250903,220473,510624,439240,638970,347866,238818,52286
2009:Q3,pct99to100,11841166,12594179,2137525,441537,3505158,1021076,1523765,3965118,753013,614790,37933,100290
2009:Q3,pct80to99,27049926,32882000,8513687,1594910,4612769,8861021,2720271,6579342,5832074,4803093,831687,197294
2009:Q3,pct60to80,8200726,11584920,3711000,995597,906760,3583447,584071,1804045,3384194,2614095,666821,103278
2009:Q3,pct40to60,5536765,7548567,2498970,765028,498624,1932421,392926,1460599,2011802,1475748,488038,48016
2009:Q3,pct20to40,3279326,4216664,1658713,449121,236183,817067,222724,832856,937338,630415,282139,24784
2009:Q3,pct00to20,2215784,2875367,1154078,284716,276969,235458,509883,414263,659583,351308,252093,56182
2009:Q4,pct99to100,11530799,12302763,2149936,445336,3602827,1028113,1501180,3575371,771964,617865,39105,114994
2009:Q4,pct80to99,26784973,32619657,8446766,1604805,4772029,8986452,2683558,6126047,5834684,4785150,832645,216889
2009:Q4,pct60to80,8813812,12136822,3632413,997268,918942,3660449,573777,2353973,3323010,2567330,653126,102554
2009:Q4,pct40to60,5501707,7508637,2472447,768225,504253,1974100,386403,1403208,2006929,1471578,489311,46040
2009:Q4,pct20to40,3443109,4389008,1637859,453967,240030,827353,223612,1006188,945899,639106,280001,26792
2009:Q4,pct00to20,2348409,3027371,1124765,290420,289214,240622,509043,573308,678962,360273,260829,57860
2010:Q1,pct99to100,12044929,12835705,2178524,439334,3851554,1043973,1544310,3778010,790776,617318,39289,134169
2010:Q1,pct80to99,27641198,33439151,8408233,1609447,5059160,9234212,2657443,6470656,5797953,4733119,819941,244893
2010:Q1,pct60to80,8688598,11908151,3604224,992551,961450,3755459,576073,2018394,3219554,2494986,617242,107326
2010:Q1,pct40to60,5601247,7584195,2467982,766710,515812,2023534,377401,1432756,1982948,1454179,478527,50242
2010:Q1,pct20to40,3347790,4297308,1627376,452958,249371,838508,228859,900236,949518,644234,267181,38103
2010:Q1,pct00to20,2200760,2920047,1085270,289703,304785,245618,500008,494664,719287,366781,270877,81629
2010:Q2,pct99to100,11827139,12636181,2206569,428687,3390793,1008986,1718323,3882823,809042,621165,42100,145777
2010:Q2,pct80to99,27667358,33453748,8378173,1603842,4728705,9383502,2806706,6552821,5786391,4713905,815563,256923
2010:Q2,pct60to80,8465527,11608086,3566237,981522,860768,3653373,584142,1962045,3142560,2434201,601143,107216
2010:Q2,pct40to60,5578579,7549680,2460860,770506,495332,1989809,370185,1462988,1971102,1443763,478481,48858
2010:Q2,pct20to40,3252171,4210438,1616193,450481,232423,820026,214158,877156,958267,652983,265694,39590
2010:Q2,pct00to20,2141908,2881613,1051754,295771,303652,236898,494351,499187,739705,377057,275472,87176
2010:Q3,pct99to100,12394539,13209846,2161111,422079,3910258,1044688,1843882,3827828,815307,621722,43516,150069
2010:Q3,pct80to99,28410711,34175367,8274890,1611947,5260409,9701899,2838329,6487892,5764655,4679648,823822,261185
2010:Q3,pct60to80,8793627,11881274,3474117,978141,957654,3819480,599417,2052465,3087646,2384172,596451,107023
2010:Q3,pct40to60,5653878,7622933,2465204,767183,519981,2074022,363411,1433132,1969056,1436311,485972,46773
2010:Q3,pct20to40,3347799,4313239,1639918,449020,251974,847019,220169,905139,965439,659383,268296,37760
2010:Q3,pct00to20,2253982,3006705,1116584,291911,326623,248240,485637,537710,752723,383452,285668,83603
2010:Q4,pct99to100,12705110,13548890,2149353,444301,4338360,1088486,1958492,3569898,843781,612305,47994,183482
2010:Q4,pct80to99,28814613,34586815,8210902,1614925,5668463,9916475,2867055,6308995,5772202,4623579,856225,292398
2010:Q4,pct60to80,9427295,12520152,3416255,981852,1040774,4035496,611004,2434771,3092856,2345094,648819,98943
2010:Q4,pct40to60,5601386,7552766,2395224,753337,542869,2130918,352398,1378020,1951380,1394733,515846,40801
2010:Q4,pct20to40,3453762,4438180,1608364,452462,263307,871513,215339,1027195,984418,648049,299252,37117
2010:Q4,pct00to20,2324059,3054160,1094346,288563,326787,257864,465112,621488,730101,368519,278676,82906
2011:Q1,pct99to100,13390072,14259716,2151206,460016,4718579,1111915,2050559,3767441,869645,612700,46121,210824
2011:Q1,pct80to99,29462286,35273092,8101836,1627267,6032818,9990912,2902390,6617868,5810805,4637714,856954,316137
2011:Q1,pct60to80,9383579,12438258,3390381,989844,1113620,4183613,612854,2147946,3054679,2326796,636778,91105
2011:Q1,pct40to60,5615014,7527241,2322927,748423,563155,2162284,338323,1392128,1912227,1367198,509927,35102
2011:Q1,pct20to40,3350868,4325640,1566088,456037,272328,890384,202053,938749,974772,644948,294890,34934
2011:Q1,pct00to20,2157790,2882504,1019271,286652,324616,265241,443040,543685,724714,362406,283640,78668
2011:Q2,pct99to100,13575897,14449402,2201352,482965,4681407,1116184,2123820,3843673,873505,609560,46648,217297
2011:Q2,pct80to99,29691448,35502348,8129232,1632351,6048341,10028396,2898678,6765351,5810900,4632773,865543,312584
2011:Q2,pct60to80,9514270,12560450,3389435,996010,1104578,4257580,622074,2190774,3046180,2314166,646075,85939
2011:Q2,pct40to60,5572774,7458885,2255150,744069,568075,2162668,329645,1399278,1886110,1340445,512889,32776
2011:Q2,pct20to40,3318261,4290334,1517187,462315,267077,898585,201424,943746,972073,639326,301188,31559
2011:Q2,pct00to20,2079333,2787368,934036,291339,314618,267608,426580,553187,708035,352432,280735,74868
2011:Q3,pct99to100,12952797,13802492,2133281,478925,3768462,1066311,2208687,4146826,849695,607487,46434,195774
2011:Q3,pct80to99,29056768,34845297,8034736,1643759,5310976,9906682,2859455,7089689,5788529,4634141,881192,273196
2011:Q3,pct60to80,9151179,12198304,3363678,999483,923117,4126121,642354,2143551,3047125,2300861,660298,85966
2011:Q3,pct40to60,5531101,7404693,2242514,753588,537237,2075911,323472,1471972,1873592,1313964,521228,38400
2011:Q3,pct20to40,3269001,4245476,1547708,460856,231951,875109,213613,916239,976476,634554,310360,31562
2011:Q3,pct00to20,2099153,2810928,1010775,294018,288378,256097,409999,551661,711775,343565,282664,85546
2011:Q4,pct99to100,13157244,14000095,2107731,499344,4062646,1101178,2323229,3905968,842851,604353,46632,191866
2011:Q4,pct80to99,29277923,35066454,7996825,1649021,5613370,9982030,2923290,6901918,5788531,4632959,897756,257816
2011:Q4,pct60to80,9724321,12783769,3310637,1003750,979914,4327862,647668,2513938,3059448,2295558,679166,84724
2011:Q4,pct40to60,5489307,7350750,2192533,739805,556008,2124361,312051,1425992,1861443,1290297,530025,41121
2011:Q4,pct20to40,3375870,4358355,1537935,463650,238295,896444,199937,1022094,982485,629197,321118,32170
2011:Q4,pct00to20,2195304,2904382,1032995,289128,285001,265411,391317,640530,709078,333133,281529,94416
2012:Q1,pct99to100,14011951,14881209,2132126,528965,4740388,1150882,2376549,3952299,869258,604445,46344,218469
2012:Q1,pct80to99,30308028,36125452,7997008,1655108,6233401,10146558,2996765,7096611,5817424,4638657,898237,280530
2012:Q1,pct60to80,9874737,12885627,3273845,1011069,1111143,4571736,639312,2278522,3010890,2263632,670153,77105
2012:Q1,pct40to60,5522027,7341197,2118676,725742,587877,2195512,302778,1410612,1819170,1257233,526402,35535
2012:Q1,pct20to40,3306855,4283213,1493834,470405,256686,927922,179187,955179,976357,625686,320484,30187
2012:Q1,pct00to20,2073120,2774649,978802,287751,286238,278657,380866,562335,701529,327620,283431,90478
2012:Q2,pct99to100,14071109,14932480,2175149,535012,4531450,1140868,2430144,4119856,861370,601439,47217,212714
2012:Q2,pct80to99,30434081,36238633,8087362,1661907,6103603,10115326,3003483,7266952,5804552,4633226,911543,259783
2012:Q2,pct60to80,9805267,12813556,3342547,1013357,1068853,4593302,651818,2143679,3008289,2247708,685996,74585
2012:Q2,pct40to60,5519112,7319273,2109082,723081,586072,2173681,303285,1424072,1800161,1229203,533851,37107
2012:Q2,pct20to40,3247958,4227964,1494549,469867,245728,927852,184910,905057,980005,620185,331191,28629
2012:Q2,pct00to20,2007289,2701380,955156,285870,273167,277836,378074,531277,694090,317972,280653,95465
2012:Q3,pct99to100,14560630,15433005,2196376,547258,4889816,1168297,2562714,4068544,872375,596366,45832,230177
2012:Q3,pct80to99,31045703,36876758,8199561,1670900,6454341,10207401,3073110,7271445,5831055,4624653,932244,274158
2012:Q3,pct60to80,10274732,13301743,3389168,1017831,1136858,4759681,671684,2326521,3027011,2250596,706018,70397
2012:Q3,pct40to60,5566069,7350722,2110628,714021,605794,2210905,302754,1406620,1784654,1207598,542768,34288
2012:Q3,pct20to40,3337264,4319021,1512968,470576,252969,948220,184819,949469,981757,613529,340655,27573
2012:Q3,pct00to20,2080483,2763462,987295,280148,268084,285899,371753,570283,682980,304932,282920,95128
2012:Q4,pct99to100,14840139,15721588,2227196,560175,4918309,1173845,2658762,4183300,881449,598168,50155,233126
2012:Q4,pct80to99,31431866,37281252,8307593,1679579,6526208,10260959,3122815,7384098,5849386,4637956,943551,267879
2012:Q4,pct60to80,10488381,13496548,3431838,1023095,1140692,4831815,686033,2383074,3008166,2213777,728736,65653
2012:Q4,pct40to60,5594701,7359398,2100425,711151,613005,2214240,302107,1418470,1764697,1174073,556353,34271
2012:Q4,pct20to40,3346019,4345161,1519191,473095,249485,959915,184718,958757,999142,611310,360671,27161
2012:Q4,pct00to20,2102183,2775149,996694,280389,257990,289518,366946,583613,672967,301789,273439,97739
2013:Q1,pct99to100,15823041,16689675,2342373,584440,5677358,1228151,2763941,4093412,866634,585359,41545,239730
2013:Q1,pct80to99,32662020,38498113,8577739,1686183,7201227,10555174,3164128,7313662,5836093,4604040,962304,269749
2013:Q1,pct60to80,10938847,13987722,3542251,1029120,1284922,5096072,701022,2334336,3048875,2258000,726019,64856
2013:Q1,pct40to60,5653024,7398322,2092311,697143,644828,2282288,298848,1382904,1745298,1163685,547600,34013
2013:Q1,pct20to40,3387306,4360506,1505323,477555,268239,983452,184191,941746,973200,599461,347775,25964
2013:Q1,pct00to20,2029077,2694604,943349,276513,255520,298784,357620,562819,665527,277541,288560,99426
2013:Q2,pct99to100,16216162,17087664,2416758,594877,5751569,1251511,2943083,4129866,871501,583101,42231,246169
2013:Q2,pct80to99,33379062,39231965,8816586,1691951,7315034,10754644,3276084,7377666,5852903,4609667,976308,266928
2013:Q2,pct60to80,10983940,14044589,3657029,1031385,1297151,5243081,719206,2096737,3060649,2254070,744609,61970
2013:Q2,pct40to60,5690409,7419125,2114355,688483,654237,2302745,293082,1366223,1728716,1140539,554341,33836
2013:Q2,pct20to40,3331728,4310726,1526588,477328,265802,992078,173675,875255,978998,594762,359015,25221
2013:Q2,pct00to20,1956003,2612695,954218,271619,245266,301150,343880,496562,656692,267783,283680,105229
2013:Q3,pct99to100,16799764,17680785,2477694,600352,6126516,1296459,3143236,4036528,881021,583191,41488,256342
2013:Q3,pct80to99,34275039,40180238,9034113,1706914,7668398,11083851,3417603,7269358,5905199,4635394,998065,271740
2013:Q3,pct60to80,11577058,14664641,3789555,1037718,1366621,5454406,736909,2279432,3087583,2262046,767936,57601
2013:Q3,pct40to60,5771621,7493078,2152290,683336,672058,2356699,286861,1341834,1721458,1123695,566014,31749
2013:Q3,pct20to40,3415323,4402916,1563248,476595,272045,1015902,158683,916442,987593,592188,371801,23604
2013:Q3,pct00to20,2015470,2662313,981213,264022,236989,309270,329865,540954,646843,259764,284987,102092
2013:Q4,pct99to100,17317471,18281087,2554052,613866,6589115,1362581,3283702,3877770,963615,589796,50596,323223
2013:Q4,pct80to99,35034016,41032507,9186884,1705745,8064553,11477218,3528167,7069941,5998491,4626585,1005269,366637
2013:Q4,pct60to80,12040735,15138395,3857037,1042733,1414904,5653175,733996,2436550,3097660,2252030,789834,55796
2013:Q4,pct40to60,5871091,7592266,2206273,678999,669421,2435349,277547,1324676,1721175,1120453,580339,20383
2013:Q4,pct20to40,3494577,4492485,1578615,477677,279421,1033549,159995,963228,997908,588455,383532,25921
2013:Q4,pct00to20,2025435,2664352,967769,260553,241635,313134,317665,563595,638917,259730,280897,98290
2014:Q1,pct99to100,18090753,19072411,2641823,629389,7027587,1381735,3309245,4082633,981658,596980,57345,327333
2014:Q1,pct80to99,36018007,42004917,9353599,1693144,8443982,11625476,3544328,7344388,5986910,4613238,1002554,371118
2014:Q1,pct60to80,12036075,15105328,3902439,1042362,1459036,5673102,720022,2308367,3069254,2226330,785995,56929
2014:Q1,pct40to60,5962937,7677083,2242505,676660,666751,2452423,268510,1370234,1714146,1111525,583647,18974
2014:Q1,pct20to40,3486054,4479027,1577402,479204,286216,1040003,168371,927831,992973,584820,382265,25888
2014:Q1,pct00to20,1946737,2591036,938273,264250,246287,311639,308784,521803,644299,261524,285054,97721
2014:Q2,pct99to100,18690452,19708653,2699716,641550,7523755,1415068,3363959,4064604,1018201,605867,68059,344275
2014:Q2,pct80to99,36834092,42848962,9517130,1693438,8868536,11789173,3650726,7329959,6014870,4612663,1008555,393652
2014:Q2,pct60to80,12247406,15321717,3957377,1048654,1514296,5753615,702719,2345055,3074311,2205460,810839,58012
2014:Q2,pct40to60,6064726,7787164,2310592,678836,665560,2489965,262819,1379392,1722438,1105763,600631,16044
2014:Q2,pct20to40,3527951,4535448,1609548,481474,294705,1049890,163753,936078,1007497,582681,398173,26643
2014:Q2,pct00to20,1986586,2626643,968958,265410,251306,312500,307452,521017,640057,264926,277753,97378
2014:Q3,pct99to100,18943358,19935978,2781388,656458,7363672,1422366,3500347,4211747,992620,615253,76496,300871
2014:Q3,pct80to99,37339878,43312544,9701933,1689384,8770800,11847351,3774497,7528579,5972666,4619400,1020892,332374
2014:Q3,pct60to80,12071628,15162676,4012021,1053689,1448213,5740141,704959,2203654,3091048,2193274,835368,62406
2014:Q3,pct40to60,6109617,7855700,2363361,683461,647682,2487903,260704,1412588,1746083,1103781,619669,22633
2014:Q3,pct20to40,3487161,4506360,1622929,485183,284652,1046409,169378,897809,1019199,581111,412255,25833
2014:Q3,pct00to20,1931102,2580140,965462,271670,251507,307553,305155,478793,649038,268275,278295,102468
2014:Q4,pct99to100,19456785,20458177,2861684,674982,7695275,1450771,3620295,4155170,1001392,624156,86064,291172
2014:Q4,pct80to99,37931596,43904483,9848417,1682400,9065033,11971362,3907422,7429850,5972887,4625030,1028704,319153
2014:Q4,pct60to80,12415591,15526566,4044917,1057366,1474239,5808058,702936,2439050,3110975,2185078,859949,65948
2014:Q4,pct40to60,6145211,7908365,2396804,681369,642933,2516147,259070,1412042,1763154,1103021,635687,24446
2014:Q4,pct20to40,3542988,4574782,1620600,488548,288708,1050160,171453,955312,1031793,579180,426209,26404
2014:Q4,pct00to20,1966142,2614626,939222,274661,255380,306336,305308,533719,648484,270792,272927,104765
2015:Q1,pct99to100,20133669,21140650,2943516,689435,7986100,1469040,3727168,4325392,1006981,630009,90607,286365
2015:Q1,pct80to99,38938280,44886140,10014661,1677082,9329654,12142134,4065027,7657582,5947860,4608660,1027182,312018
2015:Q1,pct60to80,12405244,15498506,4093813,1061557,1493213,5816695,689748,2343480,3093262,2170363,852997,69902
2015:Q1,pct40to60,6254496,8013488,2443410,685440,637944,2531111,252784,1462799,1758991,1097513,635779,25699
2015:Q1,pct20to40,3534174,4556661,1628019,491840,291749,1057212,160148,927692,1022486,574537,420918,27031
2015:Q1,pct00to20,1916912,2573948,924775,280700,259174,304655,302232,502412,657036,270378,279625,107033
2015:Q2,pct99to100,20396638,21429821,3030837,706142,8029607,1477813,3821341,4364081,1033183,639513,99253,294417
2015:Q2,pct80to99,39399886,45385583,10219037,1680510,9392757,12245423,4145994,7701861,5985697,4623962,1037637,324098
2015:Q2,pct60to80,12270843,15400413,4154901,1072071,1467624,5795314,689142,2221361,3129570,2176177,879547,73846
2015:Q2,pct40to60,6317029,8096578,2501763,696804,626445,2530964,250413,1490189,1779549,1102613,651821,25115
2015:Q2,pct20to40,3517118,4552723,1643730,498620,287907,1057043,169447,895975,1035605,573178,434300,28127
2015:Q2,pct00to20,1888023,2542003,924774,290814,260843,300475,300124,464972,653979,272407,275206,106366
2015:Q3,pct99to100,19934576,20949500,3075817,702327,7270530,1448235,3890747,4561843,1014924,649669,106416,258839
2015:Q3,pct80to99,39222702,45193232,10345301,1683076,8791996,12227623,4213067,7932169,5970530,4642800,1053826,273904
2015:Q3,pct60to80,11930102,15099294,4236224,1077050,1297831,5618808,685838,2183543,3169192,2181306,906969,80917
2015:Q3,pct40to60,6361082,8172087,2589575,715110,592956,2475531,248548,1550367,1811005,1107932,671083,31990
2015:Q3,pct20to40,3506516,4555106,1691959,498301,261571,1044386,178936,879953,1048590,572321,447928,28341
2015:Q3,pct00to20,1904650,2568717,964307,298479,254994,289871,299628,461438,664067,275229,276907,111931
2015:Q4,pct99to100,20272368,21306955,3135282,711455,7627156,1486667,3949337,4397057,1034587,661995,110546,262046
2015:Q4,pct80to99,39561493,45555093,10461725,1690566,9106828,12357726,4263775,7674474,5993600,4675366,1037589,280645
2015:Q4,pct60to80,12442137,15598306,4302470,1086759,1331230,5720954,682026,2474868,3156169,2186616,881943,87610
2015:Q4,pct40to60,6459162,8266064,2655345,719846,590119,2519956,246212,1534585,1806902,1114947,657823,34132
2015:Q4,pct20to40,3649199,4686942,1718160,500586,266824,1053941,190686,956745,1037743,573355,433069,31319
2015:Q4,pct00to20,1970257,2641819,968088,297822,259132,291602,298420,526755,671561,280567,279252,111742
2016:Q1,pct99to100,20694302,21729032,3212835,727970,7788998,1505779,3894372,4599078,1034731,668889,114194,251648
2016:Q1,pct80to99,40269410,46244942,10607711,1692113,9258740,12508994,4227348,7950036,5975532,4668772,1040474,266286
2016:Q1,pct60to80,12357131,15513733,4341972,1095864,1329963,5725824,680833,2339277,3156602,2181590,880690,94322
2016:Q1,pct40to60,6579196,8390846,2698315,728514,581805,2535386,257097,1589729,1811649,1113923,660558,37168
2016:Q1,pct20to40,3669150,4700943,1722726,506486,266638,1060501,221735,922857,1031793,569466,430208,32119
2016:Q1,pct00to20,1932861,2609140,951095,306202,261325,290298,316537,483683,676280,280440,286117,109723
2016:Q2,pct99to100,21164582,22223090,3338392,752287,8050542,1529108,3887230,4665530,1058507,678953,121688,257866
2016:Q2,pct80to99,41074191,47091117,10895589,1689097,9500236,12670145,4284299,8051752,6016927,4689248,1051223,276456
2016:Q2,pct60to80,12292289,15490326,4412559,1104266,1346923,5757332,679827,2189419,3198037,2194155,904546,99336
2016:Q2,pct40to60,6672485,8505670,2751965,733197,577748,2556839,270329,1615592,1833185,1121985,674741,36459
2016:Q2,pct20to40,3654279,4696132,1724562,514341,269437,1067269,238908,881615,1041852,568363,441321,32168
2016:Q2,pct00to20,1918750,2585408,929860,316195,264981,289106,339467,445799,666658,282388,283301,100969
2016:Q3,pct99to100,21532186,22620167,3362203,747263,8337623,1561498,3929314,4682266,1087982,690988,128148,268846
2016:Q3,pct80to99,41815848,47901758,11009913,1701703,9763439,12866994,4450493,8109216,6085910,4722609,1068431,294870
2016:Q3,pct60to80,12518366,15762010,4512202,1113340,1368634,5824325,670366,2273143,3243645,2207742,931493,104410
2016:Q3,pct40to60,6821094,8681792,2866289,743795,574558,2590727,279665,1626758,1860697,1131916,693504,35277
2016:Q3,pct20to40,3736474,4792466,1798771,512510,272993,1076547,232472,899172,1055992,568993,454329,32670
2016:Q3,pct00to20,2037744,2699169,1007571,312677,268922,289186,360564,460250,661425,286546,285731,89148
2016:Q4,pct99to100,21451662,22539226,3413692,739216,8437768,1565781,3935057,4447711,1087564,693248,123456,270860
2016:Q4,pct80to99,41808619,47902044,11168207,1721468,9833600,12872953,4450057,7855759,6093425,4744601,1078967,269857
2016:Q4,pct60to80,12939965,16226082,4606851,1121479,1403987,5886716,682484,2524565,3286117,2221835,960941,103341
2016:Q4,pct40to60,6867310,8759737,2915514,753335,585899,2624867,294937,1585185,1892427,1138872,715410,38145
2016:Q4,pct20to40,3830281,4910628,1838862,514197,275773,1074879,237301,969616,1080347,574448,473519,32380
2016:Q4,pct00to20,2172534,2827931,1031915,312811,279575,292398,377350,533882,655397,285819,284144,85434
2017:Q1,pct99to100,22300882,23398116,3495149,741769,9012742,1598686,4020624,4529146,1097234,696120,113889,287225
2017:Q1,pct80to99,42781466,48890635,11374459,1744237,10287193,13052527,4402670,8029548,6109169,4768519,1076239,264411
2017:Q1,pct60to80,13268046,16554059,4698190,1134245,1524180,6035100,699504,2462841,3286014,2230644,954938,100432
2017:Q1,pct40to60,7012344,8913786,2949308,762321,608480,2700971,294145,1598561,1901442,1144268,719413,37761
2017:Q1,pct20to40,3885026,4969860,1859362,520501,291446,1089514,247068,961969,1084834,580445,472908,31481
2017:Q1,pct00to20,2169763,2828155,1026598,315905,294593,302024,365758,523277,658392,286331,293029,79032
2017:Q2,pct99to100,22752427,23872673,3519730,734989,9325339,1617149,4189148,4486318,1120246,700058,108617,311571
2017:Q2,pct80to99,43391500,49545658,11564932,1759690,10519596,13213306,4489274,7998860,6154158,4801379,1081395,271384
2017:Q2,pct60to80,13487087,16808580,4771200,1140130,1598645,6119822,719771,2459012,3321493,2245046,975995,100452
2017:Q2,pct40to60,7114971,9043341,3013215,769668,624025,2755776,297174,1583484,1928371,1152576,736803,38992
2017:Q2,pct20to40,3942896,5051877,1922858,521843,299844,1100116,241164,966052,1108981,587348,488098,33535
2017:Q2,pct00to20,2296910,2948901,1118411,316332,307177,309171,360796,537013,651991,287566,291808,72617
2017:Q3,pct99to100,23233340,24361807,3561722,726243,9680197,1640747,4323197,4429701,1128467,704443,101360,322664
2017:Q3,pct80to99,44065727,50258508,11753466,1775877,10790736,13372800,4549378,8016252,6192781,4839109,1093302,260370
2017:Q3,pct60to80,13816487,17178052,4867559,1145572,1681449,6241812,738381,2503280,3361566,2264984,997968,98614
2017:Q3,pct40to60,7216895,9176717,3076747,774913,642214,2818194,302035,1562614,1959822,1163299,756714,39809
2017:Q3,pct20to40,4011297,5141480,1979190,521902,309510,1110207,237062,983609,1130183,594595,502644,32944
2017:Q3,pct00to20,2395934,3048741,1179463,313763,320893,316339,358842,559441,652807,288776,297225,66806
2017:Q4,pct99to100,24030671,25193629,3600474,719104,10288542,1673997,4516407,4395105,1162958,708264,96158,358536
2017:Q4,pct80to99,44855138,51119549,11895038,1803154,11256122,13505443,4639845,8019947,6264411,4872671,1105076,286664
2017:Q4,pct60to80,14380036,17789909,4962907,1157947,1810625,6411886,759919,2686624,3409873,2283980,1029735,96158
2017:Q4,pct40to60,7340895,9331947,3132476,783946,665561,2894681,302570,1552712,1991051,1173212,780480,37359
2017:Q4,pct20to40,4106324,5264787,2028579,524495,325906,1120631,228786,1036390,1158463,601285,523274,33904
2017:Q4,pct00to20,2513754,3155810,1219632,310973,336697,324947,348990,614571,642056,289381,296029,56646
2018:Q1,pct99to100,24339053,25514970,3696687,714236,10254908,1663291,4598616,4587232,1175917,711217,87070,377630
2018:Q1,pct80to99,45423546,51702459,12179914,1822851,11206927,13560214,4578340,8354214,6278913,4894251,1100400,284262
2018:Q1,pct60to80,14435159,17838875,5096094,1167837,1824741,6387065,784691,2578446,3403715,2286572,1021842,95301
2018:Q1,pct40to60,7491074,9489506,3194731,800794,673563,2907509,308622,1604287,1998432,1176213,783830,38389
2018:Q1,pct20to40,4137272,5301518,2068926,529343,324879,1120063,246437,1011871,1164246,607153,522464,34629
2018:Q1,pct00to20,2531051,3177672,1239012,319076,346957,326738,344859,601029,646620,290543,304267,51810
2018:Q2,pct99to100,24682209,25872736,3698879,710978,10431444,1677512,4746828,4607096,1190527,716385,81007,393135
2018:Q2,pct80to99,45917653,52229554,12309815,1849814,11316688,13642697,4694039,8416501,6311901,4935099,1102236,274566
2018:Q2,pct60to80,14640810,18077856,5139303,1181820,1877164,6468936,801337,2609296,3437046,2302496,1037596,96954
2018:Q2,pct40to60,7583516,9610811,3246471,815235,685268,2955170,316450,1592217,2027295,1185906,798551,42838
2018:Q2,pct20to40,4184294,5372251,2129276,534893,329380,1123634,234772,1020296,1187956,614957,535110,37889
2018:Q2,pct00to20,2682690,3327568,1334781,322932,358756,332147,348948,630004,644878,293001,303656,48221
2018:Q3,pct99to100,25290304,26493690,3719945,709996,10954242,1712225,4768361,4628921,1203386,721802,74061,407523
2018:Q3,pct80to99,46439798,52803571,12437724,1875824,11704427,13712929,4603359,8469308,6363773,4979937,1115419,268417
2018:Q3,pct60to80,15052635,18537324,5195230,1194863,1993012,6665436,826629,2662154,3484689,2325104,1063898,95687
2018:Q3,pct40to60,7687235,9750103,3290396,821041,706666,3032804,330720,1568475,2062868,1198293,820990,43585
2018:Q3,pct20to40,4265583,5478648,2176763,539217,343335,1128364,259531,1031437,1213065,622939,552357,37769
2018:Q3,pct00to20,2807961,3452949,1395583,320472,374320,339654,357563,665357,644987,295059,307856,42072
2018:Q4,pct99to100,23549631,24756308,3734134,683808,9152639,1613436,4803415,4768877,1206678,725226,68350,413102
2018:Q4,pct80to99,45160544,51531359,12504055,1891374,10255641,13595703,4591243,8693344,6370815,5008579,1124457,237779
2018:Q4,pct60to80,14388929,17919699,5269262,1198915,1686015,6244520,842973,2678013,3530770,2339448,1092476,98846
2018:Q4,pct40to60,7671956,9772977,3337328,859017,672264,2920632,343960,1639776,2101021,1206033,843340,51648
2018:Q4,pct20to40,4233780,5476710,2225684,539851,294556,1109277,268320,1039022,1242930,629080,571829,42021
2018:Q4,pct00to20,2896626,3540750,1437037,339738,368170,329287,368961,697556,644124,295549,306589,41986
2019:Q1,pct99to100,25683156,26886110,3858482,704659,10951076,1693764,4913485,4764643,1202954,726539,58536,417879
2019:Q1,pct80to99,47309760,53673802,12811381,1913026,11647043,13877172,4633376,8791804,6364042,5021361,1121375,221306
2019:Q1,pct60to80,15390863,18920318,5352845,1214650,2035419,6612957,858416,2846031,3529455,2348277,1084286,96892
2019:Q1,pct40to60,7852574,9959617,3353405,854749,724369,3063062,349205,1614827,2107043,1210102,845270,51671
2019:Q1,pct20to40,4357894,5599790,2224562,550658,342855,1131085,263265,1087365,1241896,633287,569130,39479
2019:Q1,pct00to20,2960075,3605431,1409832,339562,396430,344364,367986,747257,645356,294080,315872,35404
2019:Q2,pct99to100,26323413,27549381,3876285,707393,11377538,1719363,5067936,4800867,1225968,729993,51428,444547
2019:Q2,pct80to99,48119966,54532845,12961588,1939026,11963213,14057528,4763286,8848204,6412879,5055106,1129714,228059
