Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,Pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2004:Q1,Bottom50,2.4,6.9,12.3,22,1.1,3.3,1.5,4.2,30.6,25.7,51.3,10.5
2004:Q2,Top1,27.1,23.7,13.9,14.2,46,6,50.4,32.6,6.2,5.4,1.7,40.1
2004:Q2,Next9,35.7,32.5,26.7,21.4,35.4,44.6,27.5,32.7,16.2,17.8,8.3,26.9
2004:Q2,Next40,34.7,36.8,46.7,42.5,17.6,46.2,20.6,30.5,47.3,51.2,38.8,22.1
2004:Q2,Bottom50,2.5,7,12.6,21.9,1,3.2,1.4,4.2,30.4,25.6,51.2,10.8
2004:Q3,Top1,27.4,23.9,13.9,14.3,46.6,6,50.4,33,6.1,5.4,1.7,42.2
2004:Q3,Next9,35.9,32.7,27,21.4,35.2,44.9,28.3,32.7,16,17.7,8.3,26.1
2004:Q3,Next40,34.3,36.5,46.4,42.5,17.2,45.9,19.9,30.2,47.5,51.4,38.9,22
2004:Q3,Bottom50,2.5,7,12.7,21.8,1,3.2,1.4,4.1,30.3,25.6,51.1,9.7
2004:Q4,Top1,27.6,24.1,13.8,14.1,47.2,6.5,50.7,32.3,5.8,5.3,1.5,33.9
2004:Q4,Next9,35.7,32.6,27.1,21.5,35.2,44.8,28.6,32.1,16.7,18.1,8.3,32.2
2004:Q4,Next40,34.3,36.3,46.4,42.3,16.6,45.5,19.3,31.3,46.7,50.5,38.9,20.4
2004:Q4,Bottom50,2.4,7,12.7,22.1,1,3.2,1.4,4.2,30.8,26.2,51.2,13.5
2005:Q1,Top1,27.7,24.1,13.8,14.1,47.2,6.9,51.1,32.4,5.7,5.1,1.8,32.8
2005:Q1,Next9,35.9,32.7,27.2,21.3,35.4,44.7,28.3,32.9,16.5,17.7,8.3,32.9
2005:Q1,Next40,34.1,36.1,46.3,42.3,16.4,45.2,19.2,30.5,46.4,50.1,38.5,20.5
2005:Q1,Bottom50,2.3,7.1,12.7,22.3,1,3.2,1.4,4.3,31.5,27.1,51.4,13.9
2005:Q2,Top1,28,24.3,13.7,14.2,47.4,7.3,51.5,32.2,5.5,5,1.8,32.6
2005:Q2,Next9,35.9,32.8,27.6,21,35.5,44.7,28.2,32.7,16.7,18,8.4,32.6
2005:Q2,Next40,33.9,35.8,45.9,42.2,16.1,44.9,18.9,30.7,45.8,49.3,38.4,20.6
2005:Q2,Bottom50,2.3,7.1,12.8,22.6,1,3.2,1.4,4.3,31.9,27.7,51.4,14.2
2005:Q3,Top1,28.1,24.4,13.6,14,47.8,7.7,51.9,31.5,5.4,4.9,1.7,32.4
2005:Q3,Next9,35.9,32.8,27.8,21.1,35.5,44.6,28.1,32.7,16.9,18.3,8.4,32.3
2005:Q3,Next40,33.7,35.6,45.6,42.1,15.7,44.5,18.6,31.4,45.3,48.5,38.4,21
2005:Q3,Bottom50,2.3,7.2,13,22.8,1,3.2,1.4,4.4,32.4,28.3,51.5,14.3
2005:Q4,Top1,28.1,24.4,13.5,13.8,48,8.1,51.8,31.1,5.3,4.7,1.7,34.6
2005:Q4,Next9,35.8,32.8,27.9,21.2,35.6,44.5,28.6,32.3,17,18.6,8.4,29.8
2005:Q4,Next40,33.7,35.5,45.5,41.9,15.4,44.2,18.1,32.1,44.9,47.8,38.3,22
2005:Q4,Bottom50,2.3,7.3,13.2,23.1,1,3.2,1.5,4.5,32.8,28.9,51.6,13.5
2006:Q1,Top1,28.8,24.9,13.3,14,48.7,8.5,51.2,31.4,5.1,4.6,1.6,31.3
2006:Q1,Next9,36.2,33.2,28.3,20.8,35.5,44.3,29.5,33.3,17.5,19.1,8.4,32
2006:Q1,Next40,32.7,34.6,44.9,41.8,14.7,43.9,17.7,30.9,44.3,47,38.3,21.4
2006:Q1,Bottom50,2.3,7.3,13.5,23.4,1,3.3,1.6,4.4,33.1,29.3,51.6,15.3
2006:Q2,Top1,28.7,24.7,13.2,13.8,48.6,8.9,50.6,31.4,5,4.5,1.7,30.6
2006:Q2,Next9,36.5,33.4,28.3,20.9,35.7,44.1,30.7,33.8,17.8,19.3,8.4,31.9
2006:Q2,Next40,32.6,34.5,44.8,41.7,14.7,43.7,17.1,30.3,43.8,46.3,38.1,21.5
2006:Q2,Bottom50,2.2,7.4,13.7,23.6,1,3.3,1.7,4.4,33.5,29.9,51.8,15.9
2006:Q3,Top1,28.8,24.7,13.1,13.5,48.8,9.2,50.3,30.8,4.9,4.4,1.7,28.1
2006:Q3,Next9,36.5,33.4,28.4,21.1,35.8,44,31.5,33.4,17.9,19.5,8.4,33.5
2006:Q3,Next40,32.5,34.3,44.6,41.6,14.4,43.4,16.5,31.3,43.2,45.7,37.9,21.2
2006:Q3,Bottom50,2.2,7.5,13.9,23.8,1,3.4,1.7,4.5,33.9,30.4,52,17.3
2006:Q4,Top1,29,24.9,12.9,13.6,49.2,9.5,50.4,29.7,4.7,4.3,1.7,24
2006:Q4,Next9,36.5,33.4,28.6,21,35.8,43.9,31.6,32.9,18.3,19.7,8.4,36.2
2006:Q4,Next40,32.4,34.1,44.3,41.4,14,43.2,16.3,32.7,42.7,45.2,37.8,20.4
2006:Q4,Bottom50,2.2,7.6,14.3,24,1,3.4,1.7,4.6,34.3,30.8,52.1,19.4
2007:Q1,Top1,29.3,25.2,12.7,13.7,49.4,9.7,49.4,30.4,4.6,4.2,1.8,23.5
2007:Q1,Next9,37,33.9,29,20.7,35.8,43.8,33.1,34,18.6,20.1,8.3,36.2
2007:Q1,Next40,31.5,33.3,43.7,41.3,13.7,43,15.7,31,42.3,44.7,37.5,20.6
2007:Q1,Bottom50,2.2,7.6,14.6,24.3,1,3.4,1.8,4.5,34.5,31.1,52.4,19.8
2007:Q2,Top1,29.4,25.1,12.6,13.8,49.5,10,48.1,30.3,4.4,4.1,1.8,18.7
2007:Q2,Next9,37.4,34.3,29.2,20.5,35.9,43.8,35,34.3,19,20.3,8.3,40
2007:Q2,Next40,31.2,33,43.5,41.2,13.5,42.8,15,30.8,41.8,44.1,37.4,19.4
2007:Q2,Bottom50,2.1,7.6,14.8,24.6,1,3.4,2,4.6,34.9,31.4,52.5,21.9
2007:Q3,Top1,29.5,25.2,12.6,13.7,49.5,10.2,46.9,30.7,4.3,4,1.7,20
2007:Q3,Next9,37.7,34.5,29.2,20.5,36,43.7,36.6,34,18.9,20.4,8.3,37.7
2007:Q3,Next40,31,32.8,43.4,41,13.5,42.7,14.4,30.8,41.5,43.7,37.3,20.4
2007:Q3,Bottom50,1.9,7.6,14.8,24.8,1,3.4,2.1,4.4,35.3,31.9,52.7,21.8
2007:Q4,Top1,29.2,24.9,12.6,13.6,49.1,10,46.2,30.9,4.3,4,1.7,18.5
2007:Q4,Next9,37.9,34.6,29.4,20.4,36.2,43.8,37.3,33.7,19,20.4,8.2,38.6
2007:Q4,Next40,31.2,32.9,43.1,41.2,13.7,42.8,14.3,31.1,41.2,43.4,37.2,20.2
2007:Q4,Bottom50,1.7,7.6,14.9,24.8,1,3.3,2.2,4.3,35.6,32.1,52.8,22.7
2008:Q1,Top1,29.1,24.6,12.4,13.2,48.3,9.7,45.8,32.6,4.3,4,1.9,16.8
2008:Q1,Next9,38.3,34.9,29.7,20.6,36.6,44,36.6,35,19.1,20.5,8.1,39.9
2008:Q1,Next40,31,32.7,42.5,41.5,14.1,43.2,15.3,28.3,40.8,43.1,36.8,19.8
2008:Q1,Bottom50,1.6,7.7,15.5,24.7,1,3.2,2.3,4.1,35.8,32.4,53.1,23.6
2008:Q2,Top1,28.9,24.5,12.4,12.8,47.9,9.5,45.6,33.3,4.3,4,1.8,20.4
2008:Q2,Next9,38.5,35,29.6,21,36.8,44.1,35.9,35.6,19.2,21,8.1,35.9
2008:Q2,Next40,31,32.8,42.5,41.7,14.3,43.3,16.1,27.1,40.8,42.8,36.9,21.3
2008:Q2,Bottom50,1.5,7.7,15.5,24.6,1,3.1,2.4,4,35.7,32.2,53.2,22.4
2008:Q3,Top1,28.6,24,12.6,12.6,47,9.2,44.1,34.1,4.3,4,2,15.4
2008:Q3,Next9,39,35.3,29.5,21,37.3,44.4,37.2,36.1,19.3,20.6,7.9,40.1
2008:Q3,Next40,31.3,33,42.7,41.9,14.7,43.4,16.1,25.9,40.3,42.7,36.6,19.9
2008:Q3,Bottom50,1.1,7.7,15.2,24.5,1,3,2.6,3.9,36.1,32.6,53.5,24.7
2008:Q4,Top1,27.1,22.8,12.6,12.4,45,8.6,43.2,33.4,4.7,4,2.2,32.1
2008:Q4,Next9,39.3,35.2,29.8,21,38.1,44.9,37.2,34.7,18.1,20.4,7.9,21.8
2008:Q4,Next40,32.4,34,42.3,42.2,15.9,43.8,16.9,27.9,40.8,42.6,36.3,26.8
2008:Q4,Bottom50,1.1,7.9,15.3,24.4,1,2.7,2.8,4,36.4,32.9,53.6,19.3
2009:Q1,Top1,26.9,22.6,12.4,12.3,44.2,8.4,42.2,34.8,4.9,4,2.5,37.3
2009:Q1,Next9,40.2,35.8,30.2,21.1,38.6,45.2,37.8,36,17.6,20.1,7.8,16
2009:Q1,Next40,31.8,33.5,41.4,42.4,16.2,43.8,17.1,25.4,40.8,42.5,35.7,29.2
2009:Q1,Bottom50,1.2,8.1,16.1,24.2,1,2.6,2.9,3.9,36.7,33.3,54,17.6
2009:Q2,Top1,27.2,22.9,12.5,12.1,45.7,8.6,43.1,33.7,4.9,4,2.6,35
2009:Q2,Next9,39.8,35.5,30.1,21.4,38.2,44.9,35.3,35.7,17.8,20.3,7.7,17
2009:Q2,Next40,32,33.7,41.5,42.4,15.2,43.7,18.7,26.7,40.5,42.3,35.6,29.1
2009:Q2,Bottom50,1,7.9,15.9,24.1,0.9,2.7,2.9,4,36.8,33.4,54.1,18.9
2009:Q3,Top1,28.1,23.7,12.7,11.8,46.8,8.7,43.7,34.6,4.9,4,2.8,31.8
2009:Q3,Next9,39.8,35.6,29.9,21.9,37.9,44.7,33.5,36.5,17.7,20.1,7.6,19.4
2009:Q3,Next40,31.4,33.1,41.8,42.3,14.4,43.7,19.9,25,40.3,42.2,35.2,28.4
2009:Q3,Bottom50,0.7,7.6,15.6,23.9,0.9,2.8,2.9,3.9,37.1,33.7,54.4,20.4
2009:Q4,Top1,27.5,23.3,12.9,11.8,47,8.7,43.8,32.1,4.8,4,2.9,28.4
2009:Q4,Next9,39.2,35.2,30,21.9,37.9,44.8,33.3,34.2,17.9,20.2,7.5,22.2
2009:Q4,Next40,32.5,34,41.7,42.4,14.2,43.7,20,29.7,40,41.9,35,27.6
2009:Q4,Bottom50,0.7,7.6,15.4,23.9,0.9,2.9,2.9,4.1,37.2,33.8,54.6,21.9
2010:Q1,Top1,28.2,23.9,13.1,11.7,47.4,8.5,44.5,33.7,4.9,4.1,3.1,25.9
2010:Q1,Next9,39.6,35.6,30,22.1,37.9,45,32.7,35.8,18.1,20.4,7.4,23
2010:Q1,Next40,31.7,33.2,41.8,42.4,13.8,43.6,20,26.6,39.8,41.8,34.6,27.9
2010:Q1,Bottom50,0.6,7.3,15.1,23.8,0.9,2.9,2.8,3.8,37.2,33.8,54.9,23.2
2010:Q2,Top1,28.1,23.8,13.2,11.5,46.9,8.3,44.6,34.5,4.9,4.1,3.1,24.5
2010:Q2,Next9,39.9,35.9,30,22.2,38.3,45.3,33.7,36.1,18.4,20.7,7.4,24.1
2010:Q2,Next40,31.7,33.1,41.9,42.7,14,43.7,18.9,25.7,39.5,41.5,34.5,27.4
2010:Q2,Bottom50,0.4,7.2,14.8,23.6,0.8,2.7,2.7,3.7,37.1,33.7,55,24
2010:Q3,Top1,28.4,24.2,13.1,11.4,47.7,8.3,45.6,34.2,4.9,4.1,3.2,23.3
2010:Q3,Next9,39.8,36,30.3,22.5,38.1,45.4,33.1,35.8,18.5,20.8,7.3,25.1
2010:Q3,Next40,31.3,32.7,41.3,42.6,13.5,43.6,18.6,26.3,39.3,41.3,34.3,26.9
2010:Q3,Bottom50,0.5,7.1,15.3,23.5,0.8,2.8,2.6,3.7,37.3,33.8,55.3,24.7
2010:Q4,Top1,28.5,24.3,13.2,11.9,48.1,8.1,46.1,32.7,4.8,4.1,2.7,21
2010:Q4,Next9,39.4,35.7,30.4,22.3,37.7,45.4,33.2,34.1,18.6,20.8,7.4,28.7
2010:Q4,Next40,31.7,33,41.2,42.4,13.4,43.7,18.2,29.3,39.4,41.7,34.7,24.5
2010:Q4,Bottom50,0.5,7,15.2,23.5,0.8,2.8,2.4,3.9,37.3,33.4,55.2,25.8
2011:Q1,Top1,29.1,24.9,13.5,12.2,48.5,8.1,46.2,33.7,4.7,4.1,2.8,19.2
2011:Q1,Next9,39.5,35.9,30.3,22.1,37.4,45.2,33.8,35.4,19,21.2,7.3,31.6
2011:Q1,Next40,30.9,32.4,41.5,42.2,13.3,43.9,17.7,27,39.3,42,34.4,22.4
2011:Q1,Bottom50,0.4,6.8,14.7,23.5,0.8,2.8,2.3,3.9,36.9,32.8,55.5,26.8
2011:Q2,Top1,29.3,25.1,13.9,12.6,48.4,8,46.6,33.8,4.7,4.1,2.6,19.5
2011:Q2,Next9,39.3,35.8,30.2,21.7,37.3,45,33.7,35.3,19.1,21.3,7.4,32.3
2011:Q2,Next40,31.1,32.5,41.8,42.1,13.4,44.2,17.5,27,39.5,42.3,34.4,21.1
2011:Q2,Bottom50,0.3,6.6,14.1,23.6,0.8,2.8,2.2,3.8,36.7,32.3,55.6,27.1
2011:Q3,Top1,29,24.8,13.7,12.5,47.4,7.9,47.5,34.9,4.8,4.1,2.5,22.5
2011:Q3,Next9,39.3,35.7,30.2,21.9,37.6,44.9,32.7,35.5,19,21.5,7.4,29
2011:Q3,Next40,31.2,32.7,41.4,42.1,14.2,44.5,17.7,25.8,39.8,42.6,34.4,21.3
2011:Q3,Bottom50,0.4,6.8,14.7,23.5,0.8,2.6,2.1,3.8,36.5,31.8,55.8,27.1
2011:Q4,Top1,28.8,24.6,13.6,13,47.7,7.8,47.5,33.4,4.8,4.1,2.3,23.9
2011:Q4,Next9,39,35.5,30.5,21.7,37.3,44.8,33.4,34,18.9,21.5,7.4,27.6
2011:Q4,Next40,31.6,33.1,41.1,41.9,14.1,44.7,17.1,28.6,40,42.9,34.4,21
2011:Q4,Bottom50,0.6,6.8,14.9,23.5,0.9,2.7,2,4,36.3,31.4,55.8,27.6
2012:Q1,Top1,29.4,25.2,13.9,13.6,48.4,7.8,46.8,33.8,4.7,4.1,2.3,22.1
2012:Q1,Next9,39.2,35.9,30.6,21.3,36.9,44.7,34.7,35,19.4,22,7.5,30.5
2012:Q1,Next40,30.8,32.4,41.1,41.6,13.8,44.8,16.5,27.2,40,43.2,34.2,19.1
2012:Q1,Bottom50,0.6,6.5,14.4,23.5,0.9,2.8,2,4,35.9,30.7,56.1,28.4
2012:Q2,Top1,29.5,25.3,14.1,13.7,48.2,7.7,47.1,34.7,4.8,4.1,2.1,24
2012:Q2,Next9,39.1,35.8,30.4,21.3,36.8,44.5,34.5,35.5,19.4,22.1,7.5,29
2012:Q2,Next40,30.8,32.4,41.4,41.5,14.1,45,16.6,25.9,40.2,43.5,34.2,18.4
2012:Q2,Bottom50,0.6,6.5,14.1,23.4,0.9,2.7,1.9,3.9,35.6,30.2,56.2,28.5
2012:Q3,Top1,29.6,25.5,14.1,14,48.5,7.7,47.3,34.3,4.7,4.1,2,23
2012:Q3,Next9,38.8,35.6,30.4,21.3,36.6,44.4,34.5,34.7,19.4,22,7.5,30.7
2012:Q3,Next40,30.9,32.4,41.3,41.3,14,45.2,16.3,27.1,40.3,43.9,34.2,17.1
2012:Q3,Bottom50,0.7,6.4,14.2,23.4,0.9,2.8,1.8,3.9,35.6,29.9,56.3,29.2
2012:Q4,Top1,29.7,25.6,14.2,14.2,48.6,7.6,47.5,34.4,4.6,4.2,1.6,23.1
2012:Q4,Next9,38.6,35.5,30.4,21.2,36.4,44.2,34.6,34.6,19.7,22.6,7.6,30.7
2012:Q4,Next40,30.9,32.5,41.2,41.2,14.1,45.4,16.2,27.1,40.4,44.1,34.4,16.3
2012:Q4,Bottom50,0.8,6.4,14.1,23.4,0.9,2.7,1.8,3.9,35.2,29.1,56.4,29.9
2013:Q1,Top1,30,26,14.5,14.7,49.2,7.4,47.7,34.1,4.7,4.1,1.9,23.4
2013:Q1,Next9,38.6,35.5,30.4,21,36.1,44.4,34.6,34.7,19.1,21.8,7.6,31.1
2013:Q1,Next40,30.7,32.3,41.6,40.9,13.8,45.5,16,27.2,40.7,44.8,33.9,15.4
2013:Q1,Bottom50,0.7,6.2,13.5,23.4,0.9,2.7,1.7,4,35.4,29.3,56.6,30.2
2013:Q2,Top1,30,26,14.6,15,49.3,7.2,47.8,34.5,4.7,4.1,1.7,23.7
2013:Q2,Next9,38.8,35.8,30.3,21,35.9,44.5,35.1,35.6,19.2,21.9,7.6,31
2013:Q2,Next40,30.4,32.1,41.8,40.7,13.9,45.6,15.5,25.8,40.9,45.1,34,14.5
2013:Q2,Bottom50,0.8,6.1,13.3,23.3,0.9,2.7,1.6,4,35.2,28.9,56.7,30.7
2013:Q3,Top1,29.9,26,14.7,15.1,49.5,7.1,47.8,33.8,4.6,4.1,1.6,23.5
2013:Q3,Next9,38.6,35.6,30.1,21.1,35.7,44.6,35.8,34.8,19.3,22,7.6,32.1
2013:Q3,Next40,30.7,32.2,42,40.5,13.8,45.7,14.8,27.3,41,45.4,34,13.4
2013:Q3,Bottom50,0.9,6.1,13.2,23.3,0.9,2.7,1.6,4.1,35.1,28.4,56.8,31.1
2013:Q4,Top1,29.9,26.1,14.8,15.3,50,7,48.8,32.6,4.5,4.2,1.6,17.1
2013:Q4,Next9,38.4,35.6,30.1,21,35.6,45,35.2,34.1,19.6,21.9,7.7,37.7
2013:Q4,Next40,30.8,32.3,42.2,40.5,13.5,45.3,14.5,28.9,41,45.8,34.3,13.2
2013:Q4,Bottom50,0.8,5.9,12.9,23.2,0.9,2.7,1.5,4.3,34.9,28.1,56.4,32
2014:Q1,Top1,30.4,26.6,14.9,15.5,50.4,7.1,49.7,33.1,4.6,4.3,1.8,16.8
2014:Q1,Next9,38.5,35.7,30.2,20.7,35.5,45.2,34.3,35,19.7,21.9,7.7,37.9
2014:Q1,Next40,30.3,31.9,42.3,40.7,13.3,45.1,14.5,27.7,41.2,46.1,34.3,13.3
2014:Q1,Bottom50,0.8,5.8,12.6,23.1,0.9,2.6,1.4,4.2,34.5,27.6,56.2,32
2014:Q2,Top1,30.6,26.8,14.8,15.6,50.7,7.2,50.1,32.8,4.6,4.4,1.8,15.6
2014:Q2,Next9,38.4,35.7,30.3,20.5,35.4,45.3,34.2,34.9,19.8,22,7.8,38.8
2014:Q2,Next40,30.1,31.7,42.3,40.8,13,44.9,14.3,28.1,41.4,46.4,34.7,13.5
2014:Q2,Bottom50,0.9,5.8,12.6,23.1,0.8,2.7,1.4,4.2,34.2,27.2,55.8,32.1
2014:Q3,Top1,30.6,26.9,14.9,15.8,50.7,7.2,50.9,33.2,4.7,4.5,1.8,18.6
2014:Q3,Next9,38.6,35.8,30.4,20.2,35.4,45.5,33.6,35.7,19.5,22.1,7.8,35.4
2014:Q3,Next40,29.8,31.6,42.4,41,13,44.7,14.1,27,41.8,46.7,34.9,14
2014:Q3,Bottom50,1,5.7,12.4,23,0.8,2.6,1.4,4.2,34,26.8,55.6,31.9
2014:Q4,Top1,30.7,27,15,16,51,7.2,51.5,32.4,4.8,4.6,1.8,19.3
2014:Q4,Next9,38.4,35.7,30.5,19.9,35.4,45.7,33.3,34.7,19.3,22,7.8,34.3
2014:Q4,Next40,29.9,31.7,42.5,41.1,12.8,44.4,13.9,28.7,42.1,47,35.2,14.5
2014:Q4,Bottom50,0.9,5.6,12.1,23,0.8,2.6,1.4,4.2,33.8,26.4,55.2,31.9
2015:Q1,Top1,31,27.3,15,16.2,51.2,7.3,51.6,32.6,4.9,4.6,2,19.7
2015:Q1,Next9,38.5,35.8,30.6,19.6,35.3,45.9,33.5,35.4,19.2,21.9,7.8,33.4
2015:Q1,Next40,29.5,31.3,42.6,41.3,12.6,44.2,13.5,27.8,42.4,47.4,35.1,15
2015:Q1,Bottom50,1,5.5,11.8,22.9,0.8,2.6,1.4,4.2,33.5,26,55,31.9
2015:Q2,Top1,31.1,27.4,15.1,16.3,51.3,7.4,52.4,32.7,4.9,4.7,2,19.1
2015:Q2,Next9,38.6,35.9,30.7,19.3,35.3,46,32.8,36,19.1,21.8,7.9,33.6
2015:Q2,Next40,29.3,31.2,42.6,41.5,12.6,44,13.4,27.1,42.6,47.7,35.4,15.4
2015:Q2,Bottom50,1,5.5,11.6,23,0.8,2.6,1.3,4.2,33.3,25.8,54.7,31.8
2015:Q3,Top1,30.9,27.2,15,16,51,7.6,53.1,33.2,5.1,4.8,2.1,22.4
2015:Q3,Next9,38.7,35.8,30.6,19.3,35.4,46.1,32.1,36.3,18.7,21.7,7.9,29.6
2015:Q3,Next40,29.4,31.4,42.7,41.8,12.7,43.9,13.5,26.4,43,48,35.6,16.5
2015:Q3,Bottom50,1,5.6,11.7,22.8,0.8,2.5,1.3,4.1,33.2,25.5,54.5,31.5
2015:Q4,Top1,30.8,27.2,15,16,51.3,7.6,53.8,32,5.2,4.8,2.3,22
2015:Q4,Next9,38.3,35.5,30.5,19.3,35.4,46.3,31.4,35,18.7,21.8,7.9,29
2015:Q4,Next40,29.8,31.7,42.9,41.9,12.6,43.6,13.5,28.8,43.3,48.2,35.5,17.6
2015:Q4,Bottom50,1.1,5.6,11.6,22.8,0.8,2.5,1.3,4.2,32.8,25.2,54.3,31.3
2016:Q1,Top1,31,27.5,15,16.2,51.5,7.7,54.7,32.4,5.4,4.9,2.5,23.5
2016:Q1,Next9,38.3,35.6,30.6,19,35.3,46.4,29.9,35.8,18.5,21.6,7.9,27.2
2016:Q1,Next40,29.5,31.5,43,42.1,12.4,43.4,14.1,27.6,43.6,48.6,35.5,18.5
2016:Q1,Bottom50,1.2,5.5,11.4,22.8,0.8,2.5,1.3,4.2,32.5,24.9,54.1,30.8
2016:Q2,Top1,31.2,27.7,15.1,16.4,51.6,7.8,55,32.6,5.4,5,2.5,23.4
2016:Q2,Next9,38.4,35.7,30.8,18.5,35.3,46.6,29.3,36.5,18.4,21.4,7.9,27.6
2016:Q2,Next40,29.3,31.3,43,42.3,12.3,43.2,14.4,26.7,43.8,48.9,35.7,18.8
2016:Q2,Bottom50,1.1,5.4,11.1,22.8,0.8,2.5,1.3,4.1,32.3,24.7,53.9,30.2
2016:Q3,Top1,31.1,27.6,15,16.2,51.8,7.8,54.5,32.2,5.5,5.1,2.6,22.7
2016:Q3,Next9,38.4,35.7,30.6,18.8,35.2,46.7,29.9,36.3,18.4,21.4,7.9,28.5
2016:Q3,Next40,29.2,31.2,43,42.4,12.2,43,14.2,27.3,44,49.1,35.8,19.1
2016:Q3,Bottom50,1.2,5.5,11.4,22.7,0.8,2.5,1.4,4.1,32.2,24.4,53.7,29.7
2016:Q4,Top1,30.8,27.3,15,15.9,51.8,7.6,54.1,31.2,5.4,5.1,2.4,24
2016:Q4,Next9,38.3,35.5,30.5,19.1,35.3,46.9,30.1,35.2,18.3,21.6,7.8,26.2
2016:Q4,Next40,29.7,31.6,43.2,42.3,12.1,43,14.3,29.4,44.1,49.1,35.9,19.8
2016:Q4,Bottom50,1.3,5.5,11.3,22.7,0.8,2.5,1.5,4.3,32.2,24.2,53.9,30
2017:Q1,Top1,31,27.6,15.1,15.7,52,7.5,54.4,31.3,5.5,5.1,2.4,24.3
2017:Q1,Next9,38.3,35.6,30.4,19.2,35.3,47,29.8,35.6,18.4,21.9,7.7,25.4
2017:Q1,Next40,29.5,31.4,43.4,42.3,11.9,42.9,14.4,28.8,44,49.1,35.7,20
2017:Q1,Bottom50,1.3,5.4,11,22.8,0.7,2.6,1.4,4.3,32.1,24,54.2,30.3
2017:Q2,Top1,31,27.6,15,15.5,52.1,7.3,54.2,31.2,5.4,5.1,2.3,23.5
2017:Q2,Next9,38.4,35.7,30.5,19.5,35.3,47.1,30.3,35.6,18.6,22.1,7.6,25
2017:Q2,Next40,29.3,31.3,43.3,42.2,11.8,42.9,14.1,28.9,44,49,35.8,20.8
2017:Q2,Bottom50,1.4,5.5,11.3,22.8,0.7,2.6,1.4,4.3,32.1,23.8,54.4,30.7
2017:Q3,Top1,30.9,27.5,14.9,15.2,52.2,7.2,54,30.9,5.4,5.1,2.2,24
2017:Q3,Next9,38.4,35.8,30.5,19.8,35.3,47.3,30.7,35.6,18.6,22.4,7.5,23.8
2017:Q3,Next40,29.3,31.2,43.3,42.2,11.7,42.9,13.9,29.2,43.9,49,35.7,21.2
2017:Q3,Bottom50,1.4,5.5,11.4,22.8,0.7,2.6,1.4,4.3,32.1,23.6,54.6,31
2017:Q4,Top1,31,27.6,14.9,14.9,52.4,6.9,53.8,30.4,5.3,5.1,2,22.1
2017:Q4,Next9,38.3,35.8,30.3,20.2,35.3,47.5,31.3,35,18.8,22.6,7.4,25.3
2017:Q4,Next40,29.3,31.2,43.4,42,11.6,42.9,13.5,30.2,43.8,48.9,35.8,21.2
2017:Q4,Bottom50,1.4,5.4,11.3,22.9,0.7,2.7,1.4,4.3,32.1,23.4,54.8,31.4
2018:Q1,Top1,31,27.6,15,14.6,52.4,6.9,54.2,30.9,5.3,5.1,2,22.1
2018:Q1,Next9,38.4,35.8,30.3,20.3,35.4,47.5,30.7,35.8,18.9,22.9,7.2,24.4
2018:Q1,Next40,29.2,31.1,43.6,42.1,11.6,42.9,13.7,29,43.8,48.9,35.6,21.8
2018:Q1,Bottom50,1.4,5.4,11.2,23,0.7,2.7,1.4,4.3,32,23.1,55.1,31.6
2018:Q2,Top1,30.9,27.6,14.8,14.3,52.4,6.7,53.6,30.8,5.3,5.1,1.9,22.2
2018:Q2,Next9,38.5,36,30.4,20.6,35.4,47.7,31.6,35.9,19,23.2,7.2,22.6
2018:Q2,Next40,29.1,31,43.4,42.1,11.5,42.9,13.4,29.1,43.8,48.8,35.6,23.2
2018:Q2,Bottom50,1.6,5.5,11.4,23,0.7,2.7,1.4,4.2,31.9,22.9,55.3,32
2018:Q3,Top1,30.9,27.6,14.8,14.1,52.5,6.4,53.8,30.8,5.2,5.1,1.8,22.5
2018:Q3,Next9,38.5,36,30.4,20.8,35.4,47.9,30.9,35.9,19,23.5,7,21.7
2018:Q3,Next40,29,30.9,43.3,42,11.4,42.9,13.8,29.2,43.8,48.7,35.6,23.6
2018:Q3,Bottom50,1.6,5.5,11.6,23.1,0.7,2.8,1.4,4.1,32,22.8,55.5,32.2
2018:Q4,Top1,30.2,26.9,14.8,13.5,51.9,6.6,53.6,31.2,5.2,5.1,1.7,23.5
2018:Q4,Next9,38.6,36,30.2,21.1,35.8,47.7,31,36,18.9,23.7,7,17.9
2018:Q4,Next40,29.6,31.5,43.4,42.4,11.6,43,13.9,28.8,43.9,48.7,35.7,25.9
2018:Q4,Bottom50,1.6,5.6,11.6,23.1,0.6,2.7,1.5,4.1,32,22.6,55.7,32.7
2019:Q1,Top1,30.7,27.5,14.9,13.7,52.5,6.3,53.3,30.6,5.3,5.1,1.7,25
2019:Q1,Next9,38.5,36,30.3,21,35.6,48,31.5,35.7,18.9,23.8,6.8,16.3
2019:Q1,Next40,29.2,31.1,43.6,42.1,11.3,42.9,13.8,29.6,43.9,48.7,35.5,26
2019:Q1,Bottom50,1.6,5.4,11.2,23.3,0.6,2.8,1.5,4.1,31.9,22.4,56,32.8
2019:Q2,Top1,30.7,27.5,14.8,13.5,52.6,6.1,52.6,30.6,5.2,5.1,1.6,23.8
2019:Q2,Next9,38.7,36.2,30.5,21.1,35.6,48.2,32.5,35.6,18.9,23.9,6.8,16.1
