"0180C1970","totalt ålder",2
"0180C1980","totalt ålder",14
"0180C1990","totalt ålder",8
"0180C2000","totalt ålder",14
"0180C2010","totalt ålder",22
"0180C2020","totalt ålder",16
"0180C2030","totalt ålder",8
"0180C2040","totalt ålder",27
"0180C2050","totalt ålder",13
"0180C2060","totalt ålder",28
"0180C2070","totalt ålder",10
"0180C2080","totalt ålder",8
"0180C2090","totalt ålder",7
"0180C2100","totalt ålder",5
"0180C2110","totalt ålder",10
"0180C2120","totalt ålder",5
"0180C2130","totalt ålder",10
"0180C2140","totalt ålder",13
"0180C2150","totalt ålder",25
"0180C2160","totalt ålder",16
"0180C2170","totalt ålder",7
"0180C2180","totalt ålder",18
"0180C2190","totalt ålder",4
"0180C2200","totalt ålder",15
"0180C2210","totalt ålder",15
"0180C2220","totalt ålder",8
"0180C2230","totalt ålder",16
"0180C2240","totalt ålder",10
"0180C2250","totalt ålder",25
"0180C2260","totalt ålder",14
"0180C2270","totalt ålder",13
"0180C2280","totalt ålder",26
"0180C2290","totalt ålder",20
"0180C2300","totalt ålder",4
"0180C2310","totalt ålder",12
"0180C2320","totalt ålder",7
"0180C2330","totalt ålder",13
"0180C2340","totalt ålder",23
"0180C2350","totalt ålder",11
"0180C2360","totalt ålder",12
"0180C2370","totalt ålder",8
"0180C2380","totalt ålder",6
"0180C2390","totalt ålder",27
"0180C2400","totalt ålder",3
"0180C2410","totalt ålder",11
"0180C2420","totalt ålder",13
"0180C2430","totalt ålder",8
"0180C2440","totalt ålder",10
"0180C2450","totalt ålder",9
"0180C2460","totalt ålder",10
"0180C2470","totalt ålder",19
"0180C2480","totalt ålder",11
"0180C2490","totalt ålder",8
"0180C2500","totalt ålder",30
"0180C2510","totalt ålder",9
"0180C2520","totalt ålder",13
"0180C2530","totalt ålder",8
"0180C2540","totalt ålder",8
"0180C2550","totalt ålder",24
"0180C2560","totalt ålder",8
"0180C2570","totalt ålder",4
"0180C2580","totalt ålder",2
"0180C2590","totalt ålder",9
"0180C2600","totalt ålder",3
"0180C2610","totalt ålder",8
"0180C2620","totalt ålder",10
"0180C2630","totalt ålder",7
"0180C2640","totalt ålder",5
"0180C2650","totalt ålder",12
"0180C2660","totalt ålder",8
"0180C2670","totalt ålder",11
"0180C2680","totalt ålder",10
"0180C2690","totalt ålder",8
"0180C2700","totalt ålder",10
"0180C2710","totalt ålder",7
"0180C2720","totalt ålder",13
"0180C2730","totalt ålder",12
"0180C2740","totalt ålder",10
"0180C2750","totalt ålder",7
"0180C2760","totalt ålder",8
"0180C2770","totalt ålder",9
"0180C2780","totalt ålder",3
"0180C2790","totalt ålder",3
"0180C2800","totalt ålder",7
"0180C2810","totalt ålder",4
"0180C2820","totalt ålder",14
"0180C2830","totalt ålder",5
"0180C2840","totalt ålder",8
"0180C2850","totalt ålder",11
"0180C2860","totalt ålder",8
"0180C2870","totalt ålder",7
"0180C2880","totalt ålder",4
"0180C2890","totalt ålder",8
"0180C2900","totalt ålder",3
"0180C2910","totalt ålder",10
"0180C2920","totalt ålder",8
"0180C2930","totalt ålder",10
"0180C2940","totalt ålder",7
"0180C2950","totalt ålder",5
"0180C2960","totalt ålder",6
"0180C2970","totalt ålder",8
"0180C2980","totalt ålder",3
"0180C2990","totalt ålder",10
"0180C3000","totalt ålder",8
"0180C3010","totalt ålder",20
"0180C3020","totalt ålder",10
"0180C3030","totalt ålder",13
"0180C3040","totalt ålder",12
"0180C3050","totalt ålder",24
"0180C3060","totalt ålder",6
"0180C3070","totalt ålder",3
"0180C3080","totalt ålder",9
"0180C3090","totalt ålder",11
"0180C3100","totalt ålder",5
"0180C3110","totalt ålder",15
"0180C3120","totalt ålder",2
"0180C3130","totalt ålder",8
"0180C3140","totalt ålder",9
